Entity,Code,Year,Renewables (TWh - equivalent)
Canada,CAN,1971,480.39542
Canada,CAN,1972,537.10455
Canada,CAN,1973,575.5898
Canada,CAN,1974,622.94006
Canada,CAN,1975,598.7016
Canada,CAN,1976,631.17596
Canada,CAN,1977,654.3848
Canada,CAN,1978,699.2571
Canada,CAN,1979,726.1567
Canada,CAN,1980,746.7918
Canada,CAN,1981,792.6623
Canada,CAN,1982,769.1251
Canada,CAN,1983,793.0729
Canada,CAN,1984,853.52277
Canada,CAN,1985,903.23126
Canada,CAN,1986,924.5007
Canada,CAN,1987,942401
Canada,CAN,1988,917.0175
Canada,CAN,1989,869959
Canada,CAN,1990,886.96
Canada,CAN,1991,921.3352
Canada,CAN,1992,946.4018
Canada,CAN,1993,968.3404
Canada,CAN,1994,987.94684
Canada,CAN,1995,1010.78235
Canada,CAN,1996,1072.7582
Canada,CAN,1997,1057.3203
Canada,CAN,1998,1008.5162
Canada,CAN,1999,1050.6711
Canada,CAN,2000,1085778
Canada,CAN,2001,1007.3819
Canada,CAN,2002,1054.3364
Canada,CAN,2003,1008.65607
Canada,CAN,2004,1010.8943
Canada,CAN,2005,1072.1818
Canada,CAN,2006,1041.7438
Canada,CAN,2007,1084499
Canada,CAN,2008,1106266
Canada,CAN,2009,1085.9667
Canada,CAN,2010,1043.5005
Canada,CAN,2011,1115.5662
Canada,CAN,2012,1132.8435
Canada,CAN,2013,1158.9503
Canada,CAN,2014,1130124
Canada,CAN,2015,1162.3379
Canada,CAN,2016,1181.7415
Canada,CAN,2017,1201.7816
Canada,CAN,2018,1176.7908
Canada,CAN,2019,1161.7505
Canada,CAN,2020,1172.6864
Canada,CAN,2021,1157028
Central America (BP),,1965,4.0096774
Central America (BP),,1966,4.414785
Central America (BP),,1967,4.985484
Central America (BP),,1968,5.5147853
Central America (BP),,1969,6.1061826
Central America (BP),,1970,6.921425
Central America (BP),,1971,7.2162695
Central America (BP),,1972,7.7683535
Central America (BP),,1973,8.170477
Central America (BP),,1974,9.178226
Central America (BP),,1975,9.162157
Central America (BP),,1976,10.760714
Central America (BP),,1977,10.7028475
Central America (BP),,1978,13.968073
Central America (BP),,1979,16.236273
Central America (BP),,1980,18.433424
Central America (BP),,1981,20.320223
Central America (BP),,1982,20.015013
Central America (BP),,1983,21.334393
Central America (BP),,1984,24.220165
Central America (BP),,1985,26.32939
Central America (BP),,1986,30.09278
Central America (BP),,1987,31.304848
Central America (BP),,1988,33.10117
Central America (BP),,1989,36.373024
Central America (BP),,1990,38.03819
Central America (BP),,1991,37.443417
Central America (BP),,1992,37.24075
Central America (BP),,1993,40.60575
Central America (BP),,1994,39.314102
Central America (BP),,1995,39.049824
Central America (BP),,1996,44.296185
Central America (BP),,1997,43.44026
Central America (BP),,1998,42.91359
Central America (BP),,1999,51.73278
Central America (BP),,2000,54.169106
Central America (BP),,2001,49.67793
Central America (BP),,2002,52.613163
Central America (BP),,2003,54.67746
Central America (BP),,2004,57.68215
Central America (BP),,2005,61.39719
Central America (BP),,2006,64.4615
Central America (BP),,2007,65.18883
Central America (BP),,2008,71.13372
Central America (BP),,2009,69.155815
Central America (BP),,2010,77.596176
Central America (BP),,2011,77.0665
Central America (BP),,2012,83.83011
Central America (BP),,2013,84.10739
Central America (BP),,2014,86.180626
Central America (BP),,2015,93.27378
Central America (BP),,2016,98.2216
Central America (BP),,2017,108.85598
Central America (BP),,2018,113.88282
Central America (BP),,2019,103.63078
Central America (BP),,2020,115.14094
Central America (BP),,2021,125.70237
Chile,CHL,1965,11.691936
Chile,CHL,1966,12.324731
Chile,CHL,1967,12.581988
Chile,CHL,1968,10.541667
Chile,CHL,1969,11.898925
Chile,CHL,1970,12.735752
Chile,CHL,1971,14.430847
Chile,CHL,1972,17.125504
Chile,CHL,1973,16.707157
Chile,CHL,1974,18.965118
Chile,CHL,1975,19.052052
Chile,CHL,1976,19.746202
Chile,CHL,1977,20.862635
Chile,CHL,1978,21.731619
Chile,CHL,1979,22.323723
Chile,CHL,1980,23.609644
Chile,CHL,1981,24.450603
Chile,CHL,1982,26.795935
Chile,CHL,1983,29.089516
Chile,CHL,1984,30.1376
Chile,CHL,1985,33.35635
Chile,CHL,1986,35875
Chile,CHL,1987,38.78256
Chile,CHL,1988,38.177723
Chile,CHL,1989,32.200233
Chile,CHL,1990,29.513798
Chile,CHL,1991,42.139534
Chile,CHL,1992,55.064453
Chile,CHL,1993,56.497787
Chile,CHL,1994,55.92713
Chile,CHL,1995,60.44738
Chile,CHL,1996,55.44271
Chile,CHL,1997,61.578693
Chile,CHL,1998,50.832443
Chile,CHL,1999,44.775738
Chile,CHL,2000,60.811592
Chile,CHL,2001,69.084274
Chile,CHL,2002,73.38477
Chile,CHL,2003,70.9826
Chile,CHL,2004,66.92412
Chile,CHL,2005,78.96735
Chile,CHL,2006,84.87119
Chile,CHL,2007,71.792366
Chile,CHL,2008,79.75074
Chile,CHL,2009,81.366165
Chile,CHL,2010,72.19142
Chile,CHL,2011,71.28386
Chile,CHL,2012,75.50318
Chile,CHL,2013,77.7729
Chile,CHL,2014,83.512314
Chile,CHL,2015,90.737686
Chile,CHL,2016,87.56232
Chile,CHL,2017,100.50987
Chile,CHL,2018,113.9496
Chile,CHL,2019,116.3679
Chile,CHL,2020,119.49728
Chile,CHL,2021,122.56359
China,CHN,1965,65.34059
China,CHN,1966,66.490585
China,CHN,1967,57.316765
China,CHN,1968,67.62751
China,CHN,1969,68.777504
China,CHN,1970,71.07749
China,CHN,1971,85.97514
China,CHN,1972,97.43588
China,CHN,1973,108.89662
China,CHN,1974,123.23235
China,CHN,1975,128.95619
China,CHN,1976,130.68118
China,CHN,1977,136.41808
China,CHN,1978,127.81926
China,CHN,1979,143.5794
China,CHN,1980,172.1594
China,CHN,1981,193.72179
China,CHN,1982,220.04097
China,CHN,1983,255.53398
China,CHN,1984,256.7101
China,CHN,1985,273189
China,CHN,1986,279.5793
China,CHN,1987,295.77072
China,CHN,1988,322.80865
China,CHN,1989,350.1341
China,CHN,1990,374.97653
China,CHN,1991,368.92078
China,CHN,1992,387.1576
China,CHN,1993,449.98102
China,CHN,1994,497.6648
China,CHN,1995,574.96796
China,CHN,1996,560.9847
China,CHN,1997,588.7792
China,CHN,1998,597.08636
China,CHN,1999,590.74176
China,CHN,2000,667.53326
China,CHN,2001,825.3466
China,CHN,2002,852.9212
China,CHN,2003,838.5695
China,CHN,2004,1036.6857
China,CHN,2005,1167.9498
China,CHN,2006,1285.6339
China,CHN,2007,1432.4525
China,CHN,2008,1891.2345
China,CHN,2009,1883614
China,CHN,2010,2212.7656
China,CHN,2011,2219.7346
China,CHN,2012,2780.1016
China,CHN,2013,3032571
China,CHN,2014,3552.3396
China,CHN,2015,3806.1553
China,CHN,2016,4136883
China,CHN,2017,4504976
China,CHN,2018,4940.9087
China,CHN,2019,5403476
China,CHN,2020,5838805
China,CHN,2021,6545.0947
Colombia,COL,1965,10.479421
Colombia,COL,1966,11.642315
Colombia,COL,1967,12.978976
Colombia,COL,1968,14.462669
Colombia,COL,1969,16.080029
Colombia,COL,1970,17.897888
Colombia,COL,1971,18.993948
Colombia,COL,1972,21.03904
Colombia,COL,1973,22897
Colombia,COL,1974,25.99805
Colombia,COL,1975,29.381634
Colombia,COL,1976,30.88424
Colombia,COL,1977,31.518799
Colombia,COL,1978,36.35271
Colombia,COL,1979,39.897125
Colombia,COL,1980,43.444313
Colombia,COL,1981,42.859203
Colombia,COL,1982,45.79759
Colombia,COL,1983,46.183407
Colombia,COL,1984,51.49746
Colombia,COL,1985,55.38148
Colombia,COL,1986,63.930435
Colombia,COL,1987,69.5983
Colombia,COL,1988,73.378265
Colombia,COL,1989,80.0691
Colombia,COL,1990,82.1796
Colombia,COL,1991,82.84442
Colombia,COL,1992,66.968796
Colombia,COL,1993,83.612816
Colombia,COL,1994,96.21366
Colombia,COL,1995,96115
Colombia,COL,1996,105.92845
Colombia,COL,1997,94.61531
Colombia,COL,1998,92.71936
Colombia,COL,1999,101.11132
Colombia,COL,2000,92.71049
Colombia,COL,2001,94.5212
Colombia,COL,2002,100.72804
Colombia,COL,2003,106.514656
Colombia,COL,2004,112.11738
Colombia,COL,2005,114.25113
Colombia,COL,2006,124.37177
Colombia,COL,2007,128.57393
Colombia,COL,2008,134.07271
Colombia,COL,2009,121.48398
Colombia,COL,2010,122.45966
Colombia,COL,2011,145.25162
Colombia,COL,2012,142.80124
Colombia,COL,2013,132.92842
Colombia,COL,2014,134.75233
Colombia,COL,2015,134.61908
Colombia,COL,2016,139.78812
Colombia,COL,2017,167.39352
Colombia,COL,2018,166.36923
Colombia,COL,2019,160.20712
Colombia,COL,2020,148.17528
Colombia,COL,2021,176.43102
Croatia,HRV,1990,11.251344
Croatia,HRV,1991,17.390055
Croatia,HRV,1992,12.879112
Croatia,HRV,1993,13.514953
Croatia,HRV,1994,16.090403
Croatia,HRV,1995,16.820541
Croatia,HRV,1996,23.282726
Croatia,HRV,1997,17.313646
Croatia,HRV,1998,17.822962
Croatia,HRV,1999,21.672249
Croatia,HRV,2000,19.084648
Croatia,HRV,2001,21.096254
Croatia,HRV,2002,17.0781
Croatia,HRV,2003,15.828877
Croatia,HRV,2004,21.996887
Croatia,HRV,2005,20.220304
Croatia,HRV,2006,18.917221
Croatia,HRV,2007,13.4111185
Croatia,HRV,2008,16.424385
Croatia,HRV,2009,20.92186
Croatia,HRV,2010,25.821127
Croatia,HRV,2011,14.614415
Croatia,HRV,2012,14.470378
Croatia,HRV,2013,25.3374
Croatia,HRV,2014,27.000017
Croatia,HRV,2015,20.357018
Croatia,HRV,2016,22.612778
Croatia,HRV,2017,19.215992
Croatia,HRV,2018,26.243538
Croatia,HRV,2019,22.48074
Croatia,HRV,2020,23.000038
Croatia,HRV,2021,28.10238
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.002175
Cyprus,CYP,2005,0.002636111
Cyprus,CYP,2006,0.0043666665
Cyprus,CYP,2007,0.010366667
Cyprus,CYP,2008,0.047723055
Cyprus,CYP,2009,0.09835055
Cyprus,CYP,2010,0.21718694
Cyprus,CYP,2011,0.51358527
Cyprus,CYP,2012,0.7271908
Cyprus,CYP,2013,0.91408414
Cyprus,CYP,2014,0.88589
Cyprus,CYP,2015,1.1020997
Cyprus,CYP,2016,1.1636277
Cyprus,CYP,2017,1.1857218
Cyprus,CYP,2018,1.2551553
Cyprus,CYP,2019,1.3890892
Cyprus,CYP,2020,1.6012828
Czechia,CZE,1965,6.5993996
Czechia,CZE,1966,6.2204237
Czechia,CZE,1967,5.6062226
Czechia,CZE,1968,4.3386154
Czechia,CZE,1969,3.5414598
Czechia,CZE,1970,5.0573616
Czechia,CZE,1971,3.572043
Czechia,CZE,1972,3.7376344
Czechia,CZE,1973,3.196505
Czechia,CZE,1974,5.378763
Czechia,CZE,1975,5.363979
Czechia,CZE,1976,4.2758064
Czechia,CZE,1977,5.8163977
Czechia,CZE,1978,5.41129
Czechia,CZE,1979,6.7803764
Czechia,CZE,1980,7.093817
Czechia,CZE,1981,6.094354
Czechia,CZE,1982,4.938172
Czechia,CZE,1983,4.893817
Czechia,CZE,1984,3.838172
Czechia,CZE,1985,4.941129
Czechia,CZE,1986,5.5473123
Czechia,CZE,1987,7.2889786
Czechia,CZE,1988,6.2067204
Czechia,CZE,1989,4.858333
Czechia,CZE,1990,3.4330645
Czechia,CZE,1991,3.2201612
Czechia,CZE,1992,4.1456985
Czechia,CZE,1993,4.7535954
Czechia,CZE,1994,5.303595
Czechia,CZE,1995,7.212735
Czechia,CZE,1996,6.7544355
Czechia,CZE,1997,6.600874
Czechia,CZE,1998,6.001781
Czechia,CZE,1999,7.150974
Czechia,CZE,2000,6.848757
Czechia,CZE,2001,7.675598
Czechia,CZE,2002,8.8553505
Czechia,CZE,2003,5.586357
Czechia,CZE,2004,7.7012916
Czechia,CZE,2005,8.945338
Czechia,CZE,2006,10.311322
Czechia,CZE,2007,10.028446
Czechia,CZE,2008,11.061893
Czechia,CZE,2009,13.781678
Czechia,CZE,2010,17.233572
Czechia,CZE,2011,21.460672
Czechia,CZE,2012,23.951675
Czechia,CZE,2013,27.484964
Czechia,CZE,2014,27.093336
Czechia,CZE,2015,27.767729
Czechia,CZE,2016,27.60647
Czechia,CZE,2017,28.233307
Czechia,CZE,2018,27.514072
Czechia,CZE,2019,29.222485
Czechia,CZE,2020,29.58085
Czechia,CZE,2021,30.28096
Denmark,DNK,1965,0.07392472
Denmark,DNK,1966,0.07688166
Denmark,DNK,1967,0.07392472
Denmark,DNK,1968,0.062096667
Denmark,DNK,1969,0.06505389
Denmark,DNK,1970,0.07096777
Denmark,DNK,1971,0.07096777
Denmark,DNK,1972,0.07096777
Denmark,DNK,1973,0.07096777
Denmark,DNK,1974,0.07096777
Denmark,DNK,1975,0.062096667
Denmark,DNK,1976,0.056182776
Denmark,DNK,1977,0.07688166
Denmark,DNK,1978,0.08869973
Denmark,DNK,1979,0.10350277
Denmark,DNK,1980,0.13188165
Denmark,DNK,1981,0.13602139
Denmark,DNK,1982,0.14430083
Denmark,DNK,1983,0.28453636
Denmark,DNK,1984,0.29281583
Denmark,DNK,1985,0.35473108
Denmark,DNK,1986,0.61877024
Denmark,DNK,1987,0.79558474
Denmark,DNK,1988,1.2149194
Denmark,DNK,1989,1.736707
Denmark,DNK,1990,2.557809
Denmark,DNK,1991,3.396808
Denmark,DNK,1992,4.4518747
Denmark,DNK,1993,5.46336
Denmark,DNK,1994,5.288903
Denmark,DNK,1995,5.635707
Denmark,DNK,1996,6.3419766
Denmark,DNK,1997,8.891657
Denmark,DNK,1998,11.8620205
Denmark,DNK,1999,13.259738
Denmark,DNK,2000,16.782646
Denmark,DNK,2001,17.559988
Denmark,DNK,2002,20.330086
Denmark,DNK,2003,24.15215
Denmark,DNK,2004,28.343626
Denmark,DNK,2005,29.142092
Denmark,DNK,2006,27.252405
Denmark,DNK,2007,30.276228
Denmark,DNK,2008,29.572723
Denmark,DNK,2009,29.430616
Denmark,DNK,2010,36.414837
Denmark,DNK,2011,41.017845
Denmark,DNK,2012,42.68476
Denmark,DNK,2013,45.53224
Denmark,DNK,2014,50.817566
Denmark,DNK,2015,53.145096
Denmark,DNK,2016,51.7269
Denmark,DNK,2017,61.32803
Denmark,DNK,2018,58.143776
Denmark,DNK,2019,64.14605
Denmark,DNK,2020,64.94327
Denmark,DNK,2021,73.21793
Eastern Africa (BP),,1965,17.882498
Eastern Africa (BP),,1966,21.194448
Eastern Africa (BP),,1967,20.730467
Eastern Africa (BP),,1968,21.283768
Eastern Africa (BP),,1969,23.395409
Eastern Africa (BP),,1970,33.532246
Eastern Africa (BP),,1971,26.728498
Eastern Africa (BP),,1972,32.61082
Eastern Africa (BP),,1973,33.68546
Eastern Africa (BP),,1974,42.623066
Eastern Africa (BP),,1975,45.337036
Eastern Africa (BP),,1976,49.977036
Eastern Africa (BP),,1977,56.932796
Eastern Africa (BP),,1978,54.42678
Eastern Africa (BP),,1979,58.988407
Eastern Africa (BP),,1980,53.991188
Eastern Africa (BP),,1981,56.389053
Eastern Africa (BP),,1982,58.504303
Eastern Africa (BP),,1983,57.90881
Eastern Africa (BP),,1984,56.461853
Eastern Africa (BP),,1985,58.95273
Eastern Africa (BP),,1986,57.56463
Eastern Africa (BP),,1987,50.410217
Eastern Africa (BP),,1988,56.801064
Eastern Africa (BP),,1989,55.021084
Eastern Africa (BP),,1990,65.24072
Eastern Africa (BP),,1991,66.43447
Eastern Africa (BP),,1992,60.18303
Eastern Africa (BP),,1993,62.839775
Eastern Africa (BP),,1994,62.899506
Eastern Africa (BP),,1995,63874
Eastern Africa (BP),,1996,64.02352
Eastern Africa (BP),,1997,67.276245
Eastern Africa (BP),,1998,85.90246
Eastern Africa (BP),,1999,90.3058
Eastern Africa (BP),,2000,95.86921
Eastern Africa (BP),,2001,107.61514
Eastern Africa (BP),,2002,115.51415
Eastern Africa (BP),,2003,117.038574
Eastern Africa (BP),,2004,118.79464
Eastern Africa (BP),,2005,121.72747
Eastern Africa (BP),,2006,127.965485
Eastern Africa (BP),,2007,137.7895
Eastern Africa (BP),,2008,135.66168
Eastern Africa (BP),,2009,142.15413
Eastern Africa (BP),,2010,158.79398
Eastern Africa (BP),,2011,162.60643
Eastern Africa (BP),,2012,169.32487
Eastern Africa (BP),,2013,179.97676
Eastern Africa (BP),,2014,194.07918
Eastern Africa (BP),,2015,196.9149
Eastern Africa (BP),,2016,187.15793
Eastern Africa (BP),,2017,193.82393
Eastern Africa (BP),,2018,205.96193
Eastern Africa (BP),,2019,209.48418
Eastern Africa (BP),,2020,218.76738
Eastern Africa (BP),,2021,233.68944
Ecuador,ECU,1965,0.7362903
Ecuador,ECU,1966,0.84274197
Ecuador,ECU,1967,0.9284947
Ecuador,ECU,1968,0.9698925
Ecuador,ECU,1969,1.0763441
Ecuador,ECU,1970,1.1975806
Ecuador,ECU,1971,1.3010752
Ecuador,ECU,1972,1.3158602
Ecuador,ECU,1973,1.2862902
Ecuador,ECU,1974,1.4784948
Ecuador,ECU,1975,1.8569891
Ecuador,ECU,1976,1.7889786
Ecuador,ECU,1977,1.65
Ecuador,ECU,1978,2.3389785
Ecuador,ECU,1979,2.0965052
Ecuador,ECU,1980,2.5784945
Ecuador,ECU,1981,2.3034947
Ecuador,ECU,1982,2.646505
Ecuador,ECU,1983,5.088979
Ecuador,ECU,1984,9.559946
Ecuador,ECU,1985,9.695968
Ecuador,ECU,1986,11.8634405
Ecuador,ECU,1987,13.51344
Ecuador,ECU,1988,14.27043
Ecuador,ECU,1989,14.648925
Ecuador,ECU,1990,14.745582
Ecuador,ECU,1991,15.009443
Ecuador,ECU,1992,14.706825
Ecuador,ECU,1993,17.180513
Ecuador,ECU,1994,19.413454
Ecuador,ECU,1995,15.259694
Ecuador,ECU,1996,18.75741
Ecuador,ECU,1997,19.321491
Ecuador,ECU,1998,19.238455
Ecuador,ECU,1999,21.2215
Ecuador,ECU,2000,22.506329
Ecuador,ECU,2001,20.772078
Ecuador,ECU,2002,21.962057
Ecuador,ECU,2003,20.824099
Ecuador,ECU,2004,21.36827
Ecuador,ECU,2005,20.036217
Ecuador,ECU,2006,20.750978
Ecuador,ECU,2007,26.256138
Ecuador,ECU,2008,32.407536
Ecuador,ECU,2009,26.46405
Ecuador,ECU,2010,24.732502
Ecuador,ECU,2011,31.609797
Ecuador,ECU,2012,34.50854
Ecuador,ECU,2013,31.194136
Ecuador,ECU,2014,32.57644
Ecuador,ECU,2015,36.9327
Ecuador,ECU,2016,44.279827
Ecuador,ECU,2017,55.13207
Ecuador,ECU,2018,56.3876
Ecuador,ECU,2019,67.1301
Ecuador,ECU,2020,65.710014
Ecuador,ECU,2021,68.50378
Egypt,EGY,1965,5.1227026
Egypt,EGY,1966,5.397133
Egypt,EGY,1967,5.8153124
Egypt,EGY,1968,8.873252
Egypt,EGY,1969,11.80051
Egypt,EGY,1970,13.865273
Egypt,EGY,1971,14.923791
Egypt,EGY,1972,15.263562
Egypt,EGY,1973,15.237425
Egypt,EGY,1974,18.086275
Egypt,EGY,1975,20.085697
Egypt,EGY,1976,23.66636
Egypt,EGY,1977,26.7243
Egypt,EGY,1978,29.364061
Egypt,EGY,1979,28.410088
Egypt,EGY,1980,28.985086
Egypt,EGY,1981,30.20042
Egypt,EGY,1982,31.023712
Egypt,EGY,1983,29.02429
Egypt,EGY,1984,28.47543
Egypt,EGY,1985,27.050537
Egypt,EGY,1986,26.530107
Egypt,EGY,1987,26.522715
Egypt,EGY,1988,26.107258
Egypt,EGY,1989,28.052956
Egypt,EGY,1990,29.430912
Egypt,EGY,1991,29.321505
Egypt,EGY,1992,28.978495
Egypt,EGY,1993,29.843414
Egypt,EGY,1994,31.72258
Egypt,EGY,1995,33.094624
Egypt,EGY,1996,33.95806
Egypt,EGY,1997,34.80672
Egypt,EGY,1998,35.792873
Egypt,EGY,1999,39.778896
Egypt,EGY,2000,42.162823
Egypt,EGY,2001,42.872314
Egypt,EGY,2002,41.4708
Egypt,EGY,2003,38.35703
Egypt,EGY,2004,38.4313
Egypt,EGY,2005,37.66852
Egypt,EGY,2006,38.101555
Egypt,EGY,2007,42.07821
Egypt,EGY,2008,45.037685
Egypt,EGY,2009,41.36535
Egypt,EGY,2010,39.93737
Egypt,EGY,2011,40.633312
Egypt,EGY,2012,40.76683
Egypt,EGY,2013,40.441166
Egypt,EGY,2014,39.971863
Egypt,EGY,2015,42.06435
Egypt,EGY,2016,42.37162
Egypt,EGY,2017,41.25032
Egypt,EGY,2018,43.26544
Egypt,EGY,2019,54.16445
Egypt,EGY,2020,64.57611
Egypt,EGY,2021,65.664154
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.019166667
Estonia,EST,1996,0.015972221
Estonia,EST,1997,0.025527777
Estonia,EST,1998,0.03830639
Estonia,EST,1999,0.05013972
Estonia,EST,2000,0.056276385
Estonia,EST,2001,0.055669725
Estonia,EST,2002,0.107772775
Estonia,EST,2003,0.13839333
Estonia,EST,2004,0.1842436
Estonia,EST,2005,0.32267582
Estonia,EST,2006,0.3782439
Estonia,EST,2007,0.43444082
Estonia,EST,2008,0.57372326
Estonia,EST,2009,1.6365783
Estonia,EST,2010,3.2126691
Estonia,EST,2011,3.5979934
Estonia,EST,2012,4.50138
Estonia,EST,2013,3.6456125
Estonia,EST,2014,4.079248
Estonia,EST,2015,4.5010705
Estonia,EST,2016,4.534874
Estonia,EST,2017,5.3453817
Estonia,EST,2018,5.8292317
Estonia,EST,2019,6.201414
Estonia,EST,2020,8.30123
Estonia,EST,2021,9.437209
Europe,,1965,1136.3171
Europe,,1966,1236.1235
Europe,,1967,1227.1451
Europe,,1968,1306.9299
Europe,,1969,1324.8561
Europe,,1970,1403.3851
Europe,,1971,1420.4288
Europe,,1972,1451.0411
Europe,,1973,1469.0745
Europe,,1974,1585.3107
Europe,,1975,1585.7013
Europe,,1976,1516.5712
Europe,,1977,1785.32
Europe,,1978,1849.7928
Europe,,1979,1924.9043
Europe,,1980,1917.5763
Europe,,1981,1938.9854
Europe,,1982,1883.9264
Europe,,1983,1950939
Europe,,1984,2027.7716
Europe,,1985,1961.2427
Europe,,1986,1929.0117
Europe,,1987,2031.6797
Europe,,1988,2111.5464
Europe,,1989,1922851
Europe,,1990,1972.2738
Europe,,1991,2011.3052
Europe,,1992,2067.2803
Europe,,1993,2121.0964
Europe,,1994,2161.5842
Europe,,1995,2180.65
Europe,,1996,2054.9412
Europe,,1997,2146805
Europe,,1998,2244.2415
Europe,,1999,2300.2617
Europe,,2000,2415.1294
Europe,,2001,2458509
Europe,,2002,2288.6008
Europe,,2003,2201.2046
Europe,,2004,2410.6404
Europe,,2005,2477.4758
Europe,,2006,2494.4553
Europe,,2007,2619.6423
Europe,,2008,2745.5918
Europe,,2009,2828.9385
Europe,,2010,3035.3484
Europe,,2011,2968344
Europe,,2012,3287.9497
Europe,,2013,3571.6714
Europe,,2014,3641.7957
Europe,,2015,3719.4585
Europe,,2016,3803.7522
Europe,,2017,3830.0078
Europe,,2018,4070.2197
Europe,,2019,4144.1636
Europe,,2020,4496.0557
Europe,,2021,4568.9927
Europe (BP),,1965,902.28
Europe (BP),,1966,971.90704
Europe (BP),,1967,972.8369
Europe (BP),,1968,1009.24414
Europe (BP),,1969,995.0218
Europe (BP),,1970,1045.1016
Europe (BP),,1971,1055791
Europe (BP),,1972,1097.6635
Europe (BP),,1973,1115.6285
Europe (BP),,1974,1205.4832
Europe (BP),,1975,1231.3182
Europe (BP),,1976,1140.4823
Europe (BP),,1977,1376.6453
Europe (BP),,1978,1376.0289
Europe (BP),,1979,1447.1212
Europe (BP),,1980,1407.6643
Europe (BP),,1981,1424.4423
Europe (BP),,1982,1409.2991
Europe (BP),,1983,1451.1506
Europe (BP),,1984,1467.3022
Europe (BP),,1985,1524.5093
Europe (BP),,1986,1478.2588
Europe (BP),,1987,1606.2443
Europe (BP),,1988,1721.4358
Europe (BP),,1989,1503.7087
Europe (BP),,1990,1547.4047
Europe (BP),,1991,1581512
Europe (BP),,1992,1635.8239
Europe (BP),,1993,1706.8408
Europe (BP),,1994,1733.4982
Europe (BP),,1995,1767.6888
Europe (BP),,1996,1722.4673
Europe (BP),,1997,1804.8071
Europe (BP),,1998,1905.7227
Europe (BP),,1999,1933.7958
Europe (BP),,2000,2029.7294
Europe (BP),,2001,2027.9728
Europe (BP),,2002,1925.9702
Europe (BP),,2003,1867.1401
Europe (BP),,2004,2056.9653
Europe (BP),,2005,2131317
Europe (BP),,2006,2182.1982
Europe (BP),,2007,2298.0574
Europe (BP),,2008,2484.0154
Europe (BP),,2009,2573.1145
Europe (BP),,2010,2875379
Europe (BP),,2011,2835.7124
Europe (BP),,2012,3188.8027
Europe (BP),,2013,3422.2776
Europe (BP),,2014,3479235
Europe (BP),,2015,3657.9958
Europe (BP),,2016,3721.2007
Europe (BP),,2017,3751.8508
Europe (BP),,2018,4022.7837
Europe (BP),,2019,4185.6055
Europe (BP),,2020,4480741
Europe (BP),,2021,4517.6245
European Union (27),,1965,634.68066
European Union (27),,1966,693.2173
European Union (27),,1967,669873
European Union (27),,1968,684.42175
European Union (27),,1969,673.5616
European Union (27),,1970,715.26074
European Union (27),,1971,711.2372
European Union (27),,1972,745.17175
European Union (27),,1973,742.99915
European Union (27),,1974,801.8457
European Union (27),,1975,808.88165
European Union (27),,1976,709.1642
European Union (27),,1977,936.24084
European Union (27),,1978,913791
European Union (27),,1979,957.0408
European Union (27),,1980,912.55963
European Union (27),,1981,900.1091
European Union (27),,1982,882.96814
European Union (27),,1983,901.04266
European Union (27),,1984,914.5974
European Union (27),,1985,937.86365
European Union (27),,1986,891.1221
European Union (27),,1987,974.0676
European Union (27),,1988,1029.04
European Union (27),,1989,847.88916
European Union (27),,1990,898.7717
European Union (27),,1991,941.3929
European Union (27),,1992,981.79486
European Union (27),,1993,1013.1593
European Union (27),,1994,1046.0496
European Union (27),,1995,1053.1952
European Union (27),,1996,1052112
European Union (27),,1997,1102.1058
European Union (27),,1998,1154.7494
European Union (27),,1999,1160.0264
European Union (27),,2000,1233.1027
European Union (27),,2001,1307.5195
European Union (27),,2002,1174.6355
European Union (27),,2003,1185.7185
European Union (27),,2004,1311.1893
European Union (27),,2005,1325.0942
European Union (27),,2006,1409.1978
European Union (27),,2007,1507.6997
European Union (27),,2008,1652.7002
European Union (27),,2009,1748.5283
